title,year,budget,gross,duration,classification,votes,rating,language,country,cast_total_facebook_likes,action,adventure,fantasy,sci_fi,thriller,romance,comedy,other,drama,crime
"The Book of Mormon Movie, Volume 1: The Journey ",2003,2000000,1098224,120,12A,397,3.3,English,USA,359,0,1,0,0,0,0,0,0,0,0
The Diary of a Teenage Girl ,2015,2000000,1477002,102,15,16645,6.9,English,USA,11184,0,0,0,0,0,1,0,0,1,0
In the Shadow of the Moon ,2007,2000000,1134049,100,PG,5475,8.1,English,UK,408,0,0,0,0,0,0,0,1,0,0
Inside Deep Throat ,2005,2000000,653621,89,18,5615,6.8,English,USA,1136,0,0,0,0,0,0,0,1,0,0
The Virginity Hit ,2010,3400000,535249,86,15,3467,4.6,English,USA,768,0,0,0,0,0,0,1,0,0,0
House of D ,2004,6000000,371081,96,12A,7479,7,English,USA,51441,0,0,0,0,0,0,1,0,1,0
Six-String Samurai ,1998,2000000,124494,91,12A,5613,6.7,English,USA,36,1,1,0,1,0,0,1,1,1,0
Saint John of Las Vegas ,2009,3800000,100669,85,15,2522,5.8,English,USA,36885,0,0,0,0,0,0,1,0,1,0
Stonewall ,2015,13500000,186354,129,15,1758,4.5,English,USA,26176,0,0,0,0,0,0,0,0,1,0
London ,2005,14000,12667,92,15,19336,6.6,English,UK,39518,0,0,0,0,0,1,0,0,1,0
Sherrybaby ,2006,2000000,198407,96,15,10282,6.6,English,USA,774,0,0,0,0,0,0,0,0,1,0
Stealing Harvard ,2002,25000000,13973532,85,12A,11211,5.1,English,USA,3065,0,0,0,0,0,0,1,0,0,1
River's Edge ,1986,1900000,4600000,99,15,11763,7.1,English,USA,19649,0,0,0,0,0,0,0,0,1,1
Northfork ,2003,1900000,1420578,103,12A,4894,6.4,English,USA,2389,0,0,1,0,0,0,0,0,1,0
Buried ,2010,3000000,1028658,95,15,118684,7,English,Spain,17471,0,0,0,0,1,0,0,1,1,0
Carrie ,2013,30000000,35266619,100,15,108248,5.9,English,USA,20051,0,0,1,0,0,0,0,1,1,0
Man on Wire ,2008,1000000,2957978,90,12A,40481,7.8,English,UK,68,0,0,0,0,1,0,0,1,0,1
Brotherly Love ,2015,1900000,444044,89,15,744,7.2,English,USA,4249,0,0,0,0,0,0,0,0,1,0
The Last Exorcism ,2010,1800000,40990055,87,12A,41509,5.6,English,France,1958,0,0,0,0,1,0,0,1,1,0
El crimen del padre Amaro ,2002,1800000,5709616,118,15,11088,6.8,Spanish,Mexico,546,0,0,0,0,0,1,0,0,1,0
Beasts of the Southern Wild ,2012,1800000,12784397,93,12A,70336,7.3,English,USA,2658,0,0,1,0,0,0,0,0,1,0
Songcatcher ,2000,1800000,3050934,109,12A,2794,7.3,English,USA,2187,0,0,0,0,0,0,0,1,1,0
The Greatest Movie Ever Sold ,2011,1500000,638476,90,12A,13223,6.6,English,USA,32405,0,0,0,0,0,0,1,1,0,0
Run Lola Run ,1998,3500000,7267324,81,15,161471,7.8,German,Germany,623,0,0,0,0,0,0,0,0,1,1
May ,2002,500000,145540,93,15,26773,6.7,English,USA,2489,0,0,0,0,0,0,0,1,1,0
In the Bedroom ,2001,1700000,35918429,138,15,32415,7.5,English,USA,3970,0,0,0,0,0,0,0,0,1,1
I Spit on Your Grave ,2010,2000000,92401,105,15,56402,6.3,English,USA,2423,0,0,0,0,1,0,0,1,0,0
"Happy, Texas ",1999,1700000,1943649,98,12A,8697,6.3,English,USA,2095,0,0,0,0,0,1,1,0,0,1
My Summer of Love ,2004,1700000,992238,86,15,16349,6.8,English,UK,763,0,0,0,0,0,1,0,0,1,0
Yes ,2004,1000000,396035,100,15,2725,6.9,English,UK,2721,0,0,0,0,0,1,0,0,1,0
Foolish ,1999,2000000,6026908,84,15,536,4.3,English,USA,2196,0,0,0,0,0,0,1,0,1,0
Caramel ,2007,1300000,1060591,95,PG,9750,7.2,Arabic,France,231,0,0,0,0,0,1,1,0,1,0
Mississippi Mermaid ,1969,1600000,26893,123,15,4391,7.2,French,France,1694,0,0,0,0,0,1,0,0,1,1
I Love Your Work ,2003,1650000,2580,111,15,1618,5.4,English,USA,2564,0,0,0,0,0,0,0,1,1,0
Dawn of the Dead ,2004,26000000,58885635,110,15,194426,7.4,English,USA,10438,1,0,0,0,1,0,0,1,0,0
Waitress ,2007,2000000,19067631,108,12A,37714,7.1,English,USA,1981,0,0,0,0,0,1,1,0,1,0
Bloodsport ,1988,1100000,11806119,92,15,57578,6.8,English,USA,1168,1,0,0,0,0,0,0,1,1,0
The Squid and the Whale ,2005,1500000,7362100,88,15,60295,7.4,English,USA,479,0,0,0,0,0,0,1,0,1,0
Kissing Jessica Stein ,2001,1000000,7022940,97,15,14018,6.7,English,USA,1173,0,0,0,0,0,1,1,0,1,0
Exotica ,1994,2000000,5132222,103,15,14112,7.2,English,Canada,2990,0,0,0,0,0,1,0,1,1,0
Buffalo '66 ,1998,1500000,2365931,110,15,36657,7.5,English,USA,4762,0,0,0,0,0,1,1,0,1,1
Insidious ,2010,1500000,53991137,103,12A,202800,6.8,English,USA,3030,0,0,1,0,1,0,0,1,0,0
The Ballad of Jack and Rose ,2005,1500000,712294,112,15,9408,6.7,English,USA,859,0,0,0,0,0,0,0,0,1,0
The To Do List ,2013,1500000,3447339,104,15,29517,5.8,English,USA,2667,0,0,0,0,0,1,1,0,0,0
Killing Zoe ,1993,1500000,418953,99,15,17322,6.5,English,France,1582,0,0,0,0,1,0,0,0,1,1
The Believer ,2001,1500000,406035,98,15,30314,7.2,English,USA,33441,0,0,0,0,0,0,0,0,1,0
Session 9 ,2001,1500000,373967,100,15,43839,6.5,English,USA,469,0,0,0,0,0,0,0,1,0,0
I Want Someone to Eat Cheese With ,2006,1500000,194568,80,15,2963,6.2,English,USA,2179,0,0,0,0,0,1,1,0,0,0
Modern Times ,1936,1500000,163245,87,U,143086,8.6,English,USA,352,0,0,0,0,0,0,1,1,1,0
Stolen Summer ,2002,1500000,119841,91,PG,2419,6.5,English,USA,3901,0,0,0,0,0,0,0,0,1,0
My Name Is Bruce ,2007,1500000,173066,84,15,21379,6.3,English,USA,1238,0,0,1,0,0,0,1,0,0,0
The Salon ,2005,1500000,92362,90,12A,444,4.3,English,USA,3138,0,0,0,0,0,0,1,0,1,0
Amigo ,2010,1700000,183490,124,15,463,5.8,English,USA,60,0,0,0,0,0,0,0,1,1,0
Trucker ,2008,2000000,52166,90,15,2792,6.7,English,USA,89263,0,0,0,0,0,0,0,0,1,0
The Lords of Salem ,2012,2500000,1163508,101,15,20376,5.1,English,USA,5158,0,0,1,0,1,0,0,1,1,0
Jack Reacher ,2012,60000000,80033643,130,12A,226583,7,English,USA,16385,1,0,0,0,1,0,0,1,0,1
Incident at Loch Ness ,2004,1400000,36830,94,12A,3291,6.6,English,UK,256,0,1,0,0,0,0,1,1,0,0
"Lock, Stock and Two Smoking Barrels ",1998,960000,3650677,120,15,414976,8.2,English,UK,28294,0,0,0,0,0,0,1,0,0,1
Trees Lounge ,1996,1300000,695229,95,15,11369,7.2,English,USA,14420,0,0,0,0,0,0,1,0,1,0
Journey from the Fall ,2006,1592000,638951,135,15,775,7.4,Vietnamese,USA,83,0,0,0,0,0,0,0,0,1,0
The Basket ,1999,1300000,609042,105,PG,449,6.5,English,USA,3475,0,0,0,0,0,0,0,0,1,0
Mercury Rising ,1998,60000000,32940507,111,15,54316,6.1,English,USA,16537,1,0,0,0,1,0,0,0,1,1
The Hebrew Hammer ,2003,1000000,19539,87,15,4182,6.2,English,USA,6227,0,0,0,0,0,0,1,0,0,0
Friday the 13th Part 2 ,1981,1250000,19100000,87,15,39690,6.1,English,USA,707,0,0,0,0,1,0,0,1,0,0
Filly Brown ,2012,427000,2833383,80,15,910,5.7,English,USA,2459,0,0,0,0,0,0,0,1,1,0
"Sex, Lies, and Videotape ",1989,1200000,24741700,100,15,37785,7.2,English,USA,1431,0,0,0,0,0,0,0,0,1,0
Saw ,2004,1200000,55153403,103,15,299127,7.7,English,USA,5161,0,0,0,0,1,0,0,1,0,0
Super Troopers ,2001,1200000,18488314,100,15,76151,7.1,English,USA,2893,0,0,0,0,0,0,1,1,0,1
The Day the Earth Stood Still ,2008,80000000,79363785,104,12A,139426,5.5,English,USA,22194,0,0,0,1,1,0,0,0,1,0
You Can Count on Me ,2000,1200000,9180275,111,15,22145,7.7,English,USA,4288,0,0,0,0,0,0,0,0,1,0
Lucky Number Slevin ,2006,27000000,22494487,110,15,262160,7.8,English,Germany,26451,0,0,0,0,1,0,0,1,1,1
But I'm a Cheerleader ,1999,1200000,2199853,85,15,19986,6.6,English,USA,4289,0,0,0,0,0,0,1,0,1,0
Home Run ,2013,1200000,2859955,113,12A,2417,6,English,USA,2681,0,0,0,0,0,0,0,1,1,0
Reservoir Dogs ,1992,1200000,2812029,99,15,664719,8.4,English,USA,28994,0,0,0,0,1,0,0,0,1,1
Blue Like Jazz ,2012,1200000,594904,108,12A,2582,6,English,USA,1805,0,0,0,0,0,0,1,0,1,0
Down and Out with the Dolls ,2001,1200000,58936,88,15,91,6.1,English,USA,318,0,0,0,0,0,0,1,1,0,0
Airborne ,1993,2600000,2850263,91,PG,5061,6.2,English,USA,1218,0,1,0,0,0,0,1,1,0,0
Waiting... ,2005,3000000,16101109,94,15,76467,6.8,English,USA,19957,0,0,0,0,0,0,1,0,0,0
From a Whisper to a Scream ,1987,1100000,1400000,92,15,1324,5.9,English,USA,1329,1,0,0,0,1,0,0,1,1,0
Beyond the Black Rainbow ,2010,1100000,56129,110,15,6555,6.1,English,Canada,645,0,0,0,1,1,0,0,0,0,0
Rocky ,1976,960000,117235247,145,PG,375240,8.1,English,USA,16094,0,0,0,0,0,0,0,1,1,0
The Fog ,1980,1000000,21378000,89,15,46493,6.8,English,USA,4878,0,0,1,0,0,0,0,1,0,0
Unfriended ,2014,1000000,31537320,83,15,44329,5.7,English,USA,1565,0,0,0,0,1,0,0,1,0,0
The Howling ,1981,1000000,17986000,91,15,22773,6.6,English,USA,4438,0,0,0,0,0,0,0,1,0,0
Chernobyl Diaries ,2012,1000000,18112929,86,15,52642,5,English,USA,2665,0,0,0,1,1,0,0,1,0,0
Hellraiser ,1987,1000000,14564027,86,15,76407,7,English,UK,673,0,0,1,0,0,0,0,1,0,0
God's Not Dead 2 ,2016,5000000,20773070,120,PG,4501,3.4,English,USA,1810,0,0,0,0,0,0,0,0,1,0
Cry_Wolf ,2005,1000000,10042266,90,12A,23021,5.9,English,USA,3155,0,0,0,0,1,0,0,1,1,0
Godzilla 2000 ,1999,1000000000,10037390,99,PG,5442,6,Japanese,Japan,53,1,1,0,1,1,0,0,0,1,0
Blue Valentine ,2010,3500000,9701559,112,15,141425,7.4,English,USA,35941,0,0,0,0,0,1,0,0,1,0
Transamerica ,2005,1000000,9013113,103,15,36321,7.4,English,USA,3192,0,1,0,0,0,0,1,0,1,0
The Devil Inside ,2012,1000000,53245055,83,15,30570,4.2,English,USA,988,0,0,0,0,0,0,0,1,0,0
The Green Inferno ,2013,6000000,7186670,100,15,21468,5.4,English,USA,2082,0,1,0,0,0,0,0,1,0,0
The Sessions ,2012,1000000,5997134,95,15,36381,7.2,English,USA,1899,0,0,0,0,0,1,1,1,1,0
Next Stop Wonderland ,1998,1000000,3386698,104,15,4195,6.7,English,USA,23461,0,0,0,0,0,1,1,0,1,0
Juno ,2007,7500000,143492840,96,12A,414345,7.5,English,USA,28817,0,0,0,0,0,1,1,0,1,0
Frozen River ,2008,1000000,2508841,97,15,21746,7.2,English,USA,994,0,0,0,0,0,0,0,0,1,1
20 Feet from Stardom ,2013,1000000,4946250,91,12A,9540,7.4,English,USA,198,0,0,0,0,0,0,0,1,0,0
Two Girls and a Guy ,1997,1000000,1950218,84,15,5933,5.6,English,USA,21124,0,0,0,0,0,0,1,0,1,0
Walking and Talking ,1996,1000000,1277257,86,15,2629,6.8,English,UK,2400,0,0,0,0,0,1,1,0,1,0
The Full Monty ,1997,3500000,45857453,91,15,82232,7.2,English,UK,2323,0,0,0,0,0,0,1,1,1,0
Who Killed the Electric Car? ,2006,1000000,1677838,92,PG,11283,7.7,English,USA,1447,0,0,0,0,0,0,0,1,0,0
The Broken Hearts Club: A Romantic Comedy ,2000,1000000,1744858,94,15,6084,7,English,USA,3085,0,0,0,0,0,1,1,1,1,0
Goosebumps ,2015,58000000,80021740,103,PG,47988,6.4,English,USA,5497,0,1,1,0,0,0,1,1,0,0
Slam ,1998,1000000,982214,100,15,1976,7.2,English,USA,295,0,0,0,0,0,0,0,0,1,0
Brigham City ,2001,1000000,798341,119,12A,983,7.2,English,USA,1107,0,0,0,0,0,0,0,1,1,1
Orgazmo ,1997,1000000,582024,92,18,30396,6.2,English,USA,904,0,0,0,1,0,0,1,0,0,0
All the Real Girls ,2003,2500000,548712,108,15,9233,6.9,English,USA,12385,0,0,0,0,0,1,0,0,1,0
Dream with the Fishes ,1997,1000000,464655,97,15,1524,7,English,USA,1692,0,0,0,0,0,0,1,0,1,0
Blue Car ,2002,1000000,464126,88,15,3142,6.7,English,USA,1641,0,0,0,0,0,0,0,0,1,0
Luminarias ,2000,1000000,428535,100,15,505,3.6,English,USA,2289,0,0,0,0,0,1,1,0,0,0
Wristcutters: A Love Story ,2006,1000000,104077,88,15,46076,7.4,English,USA,4720,0,0,1,0,0,1,1,0,1,0
The Battle of Shaker Heights ,2003,1000000,279282,79,12A,3806,6.1,English,USA,2489,0,0,0,0,0,1,1,0,1,0
The Lovely Bones ,2009,65000000,43982842,135,12A,125114,6.7,English,USA,2369,0,0,1,0,1,0,0,0,1,0
Taxi to the Dark Side ,2007,1000000,274661,53,15,10564,7.7,English,USA,313,0,0,0,0,0,0,0,1,0,1
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,2006,1000000,144431,97,12A,1290,7.3,English,UK,118,0,0,0,0,0,0,0,1,0,0
Antarctica: A Year on Ice ,2013,1000000,287761,91,PG,2482,7.6,English,New Zealand,86,0,1,0,0,0,0,0,1,1,0
Hardflip ,2012,1000000,96734,112,12A,606,5.6,English,USA,263584,1,0,0,0,0,0,0,0,1,0
The House of the Devil ,2009,900000,100659,95,15,30160,6.4,English,USA,3833,0,0,0,0,0,0,0,1,0,0
The Perfect Host ,2010,500000,48430,93,15,20176,6.8,English,USA,1452,0,0,0,0,1,0,1,0,0,1
Safe Men ,1998,1000000,21210,88,15,2735,6.1,English,USA,1141,0,0,0,0,0,0,1,0,0,1
The Specials ,2000,1000000,12996,82,15,1938,6,English,USA,3905,1,0,1,1,0,0,1,0,0,0
Creative Control ,2015,1000000,62480,97,15,1048,5.5,English,USA,928,0,0,0,1,0,0,0,0,1,0
Special ,2006,1000000,6387,81,15,4862,6.9,English,USA,2694,0,0,0,1,0,0,1,0,1,0
In Her Line of Fire ,2006,1000000,721,88,15,783,4.1,English,Germany,1284,1,0,0,0,0,0,0,0,1,0
The Jimmy Show ,2001,1500000,703,96,15,480,5.4,English,USA,920,0,0,0,0,0,0,1,0,1,0
Trance ,2013,20000000,2319187,101,15,92640,7,English,UK,5056,0,0,0,0,1,0,0,1,1,1
L!fe Happens ,2011,930000,20186,100,15,6025,5.7,English,USA,2924,0,0,0,0,0,0,1,0,0,0
Hard Candy ,2005,950000,1007962,104,15,131969,7.1,English,USA,117,0,0,0,0,1,0,0,0,1,1
The Quiet ,2005,900000,381186,91,15,13485,6.4,English,USA,3299,0,0,0,0,1,0,0,0,1,0
Fruitvale Station ,2013,900000,16097842,85,15,53919,7.5,English,USA,687,0,0,0,0,0,1,0,1,1,0
The Brass Teapot ,2012,900000,6643,101,15,11965,6.4,English,USA,4184,0,0,1,0,1,0,1,0,0,0
The Hammer ,2007,850000,442638,88,15,5489,7.3,English,USA,897,0,0,0,0,0,1,1,1,0,0
Snitch ,2013,15000000,42919096,112,12A,64748,6.5,English,USA,15800,1,0,0,0,1,0,0,0,1,0
Latter Days ,2003,850000,819939,107,15,14580,7.2,English,USA,26017,0,0,0,0,0,1,1,0,1,0
"For a Good Time, Call... ",2012,850000,1243961,88,15,13421,6,English,USA,3770,0,0,0,0,0,0,1,0,0,0
Time Changer ,2002,825000,15278,95,PG,1742,5.6,English,USA,1185,0,0,1,1,0,0,0,0,1,0
Welcome to the Dollhouse ,1995,800000,4771000,88,15,26513,7.5,English,USA,1502,0,0,0,0,0,0,1,0,1,0
Ruby in Paradise ,1993,800000,1001437,114,15,2039,7.2,English,USA,423,0,0,0,0,0,1,0,0,1,0
Raising Victor Vargas ,2002,800000,2073984,88,15,4743,7.2,English,France,663,0,0,0,0,0,1,0,0,1,0
Deterrence ,1999,800000,144583,104,15,2256,6.5,English,France,1983,0,0,0,0,1,0,0,0,1,0
Saints and Soldiers ,2003,780000,1310270,90,12A,17725,6.8,English,USA,587,1,1,0,0,0,0,0,1,1,0
American Graffiti ,1973,777000,115000000,112,PG,63839,7.5,English,USA,14954,0,0,0,0,0,0,1,1,1,0
Aqua Teen Hunger Force Colon Movie Film for Theaters ,2007,750000,5518918,86,15,12160,6.9,English,USA,3071,1,1,1,1,0,0,1,1,0,0
Safety Not Guaranteed ,2012,750000,4007792,86,15,101287,7,English,USA,2714,0,0,0,0,0,1,1,0,1,0
The Innkeepers ,2011,750000,77501,101,15,27260,5.5,English,USA,1252,0,0,0,0,0,0,0,1,0,0
The Unborn ,2009,16000000,42638165,89,12A,42183,4.8,English,USA,12183,0,0,1,0,1,0,0,1,1,0
Interview with the Assassin ,2002,750000,47329,88,15,1661,6.6,English,USA,243,0,0,0,0,0,0,0,0,1,0
Donkey Punch ,2008,900000,18378,99,15,9376,5.2,English,UK,1558,0,0,0,0,1,0,0,1,1,1
Hoop Dreams ,1994,700000,7830611,170,12A,18980,8.3,English,USA,15,0,0,0,0,0,0,0,1,1,0
L.I.E. ,2001,700000,1141829,97,18,8509,7.2,English,USA,209,0,0,0,0,0,0,0,0,1,1
King Kong ,2005,207000000,218051260,201,12A,316027,7.2,English,New Zealand,7122,1,1,0,0,0,1,0,0,1,0
House of Wax ,2005,30000000,32048809,108,15,94463,5.3,English,Australia,2160,0,0,0,0,0,0,0,1,0,0
Half Nelson ,2006,700000,2694973,106,15,70885,7.2,English,USA,33734,0,0,0,0,0,0,0,0,1,0
Naturally Native ,1998,700000,10508,107,12A,103,6.5,English,USA,1763,0,0,0,0,0,0,0,0,1,0
Hav Plenty ,1997,650000,2301777,84,15,819,6.5,English,USA,714,0,0,0,0,0,0,1,0,0,0
The Blair Witch Project ,1999,60000,140530114,81,15,186786,6.4,English,USA,399,0,0,0,0,0,0,0,1,0,0
Woodstock ,1970,600000,13300000,215,15,12631,8.1,English,USA,778,0,0,0,0,0,0,0,1,0,0
Mercy Streets ,2000,600000,171988,106,12A,448,5.6,English,USA,1281,1,0,0,0,0,0,0,0,1,1
Arnolds Park ,2007,600000,23616,103,12A,94,5.6,English,USA,85,0,0,0,0,1,0,0,1,0,0
Broken Vessels ,1998,600000,13493,90,15,531,6.6,English,USA,2288,0,0,0,0,0,0,0,0,1,0
Fireproof ,2008,500000,33451479,122,PG,17068,6.5,English,USA,1164,0,0,0,0,0,1,0,0,1,0
Benji ,1974,500000,39552600,86,U,3411,6.1,English,USA,1090,0,1,0,0,0,1,0,1,0,0
Open Water ,2003,500000,30500882,79,15,42256,5.7,English,USA,67,0,1,0,0,1,0,0,1,1,0
Kingdom of the Spiders ,1977,500000,17000000,97,PG,3274,5.9,English,USA,516,0,0,0,1,0,0,0,1,0,0
The Station Agent ,2003,500000,5739376,89,15,58260,7.7,English,USA,24419,0,0,0,0,0,0,1,0,1,0
To Save a Life ,2009,1000000,3773863,120,12A,4583,7.1,English,USA,2563,0,0,0,0,0,0,0,0,1,0
Beyond the Mat ,1999,500000,2047570,108,15,6790,7.6,English,USA,194,0,0,0,0,0,0,0,1,0,0
The Singles Ward ,2002,500000,1250798,102,PG,1099,6.4,English,USA,161,0,0,0,0,0,1,1,0,1,0
Groove ,2000,500000,1114943,86,15,3562,6.5,English,USA,407,0,0,0,0,0,0,0,1,1,0
The R.M. ,2003,500000,1111615,101,PG,651,6,English,USA,155,0,0,0,0,0,0,1,1,0,1
Twin Falls Idaho ,1999,500000,985341,111,15,3479,7.3,English,USA,3166,0,0,0,0,0,0,0,0,1,0
Mean Creek ,2004,500000,603943,90,15,26407,7.3,English,USA,2655,0,0,0,0,0,0,0,0,1,1
Hurricane Streets ,1997,500000,334041,86,15,1038,6.5,English,USA,2322,0,0,0,0,0,1,0,0,1,1
Never Again ,2001,500000,295468,98,15,709,6,English,USA,24382,0,0,0,0,0,1,1,0,0,0
Civil Brand ,2002,500000,243347,91,15,553,5.3,English,USA,2555,0,0,0,0,1,0,0,0,1,1
Lonesome Jim ,2005,500000,154077,91,15,6884,6.6,English,USA,1440,0,0,0,0,0,0,1,0,1,0
Rubber ,2010,500000,98017,82,15,26185,5.8,English,France,1498,0,0,1,0,0,0,1,1,0,0
Home ,2015,135000000,177343675,94,PG,70136,6.7,English,USA,17883,0,1,1,1,0,0,1,1,0,0
Kiss the Bride ,2007,500000,31937,100,15,1358,5.7,English,USA,2310,0,0,0,0,0,1,1,0,0,0
The Slaughter Rule ,2002,500000,13134,112,15,2004,6.1,English,USA,35294,0,0,0,0,0,0,0,1,1,0
Monsters ,2010,500000,237301,94,15,75669,6.4,English,UK,1118,0,0,0,1,1,0,0,0,1,0
The Living Wake ,2007,500000,12055,91,12A,739,6.5,English,USA,1047,0,0,0,0,0,0,1,0,0,0
Crossroads ,2002,12000000,37188667,93,12A,34219,3.3,English,USA,1531,0,0,0,0,0,0,1,0,1,0
Oz the Great and Powerful ,2013,215000000,234903076,130,PG,175413,6.4,English,USA,73441,0,1,1,0,0,0,0,1,0,0
Straight Out of Brooklyn ,1991,450000,2712293,91,15,475,5.9,English,USA,380,0,0,0,0,0,0,0,0,1,1
Bloody Sunday ,2002,2000000,768045,107,15,19732,7.7,English,UK,976,0,0,0,0,0,0,0,1,1,0
Conversations with Other Women ,2005,450000,379122,84,15,10143,7.1,English,UK,12496,0,0,0,0,0,1,1,0,1,0
Metropolitan ,1990,225000,2938208,98,12A,7143,7.5,English,USA,173,0,0,0,0,0,1,1,0,1,0
Napoleon Dynamite ,2004,400000,44540956,92,PG,161448,6.9,English,USA,3950,0,0,0,0,0,0,1,0,0,0
Blue Ruin ,2013,1066167,258113,90,15,42678,7.1,English,USA,1528,0,0,0,0,1,0,0,0,1,1
Paranormal Activity ,2007,15000,107917283,84,15,184824,6.3,English,USA,330,0,0,0,0,0,0,0,1,0,0
Monty Python and the Holy Grail ,1975,229575,1229197,91,PG,382240,8.3,English,UK,2158,0,1,1,0,0,0,1,0,0,0
Quinceañera ,2006,400000,1689999,90,15,3675,7.1,Spanish,USA,771,0,0,0,0,0,0,0,0,1,0
I Want Your Money ,2010,400000,425899,92,PG,1123,5.1,English,USA,168,0,0,0,0,0,0,0,1,0,0
What Happens in Vegas ,2008,35000000,80276912,101,12A,140740,6.1,English,USA,1026,0,0,0,0,0,1,1,0,0,0
Trekkies ,1997,375000,617172,86,PG,4407,7,English,USA,2864,0,0,0,0,0,0,0,1,0,0
Murderball ,2005,1750211,1523883,88,15,9037,7.8,English,USA,15,0,0,0,0,0,0,0,1,0,0
American Ninja 2: The Confrontation ,1987,350000,4000000,90,15,6046,4.7,English,USA,872,1,0,0,0,0,0,0,0,1,0
Halloween ,1978,300000,47000000,101,15,157863,7.9,English,USA,4400,0,0,0,0,1,0,0,1,0,0
Tumbleweeds ,1999,312000,1281176,102,12A,2932,6.7,English,USA,1986,0,0,0,0,0,0,1,0,1,0
The Prophecy ,1995,8000000,16115878,98,15,24438,6.6,English,USA,13433,1,0,1,0,1,0,0,1,0,0
When the Cat's Away ,1996,300000,1652472,91,15,2843,6.9,French,France,102,0,0,0,0,0,1,1,0,0,0
Pieces of April ,2003,300000,2360184,80,12A,18035,7.1,English,USA,3010,0,0,0,0,0,0,1,0,1,0
Wendy and Lucy ,2008,200000,856942,80,15,12241,7.1,English,USA,460,0,0,0,0,0,0,0,0,1,0
"First Love, Last Rites ",1997,300000,40542,94,15,294,5.5,English,USA,751,0,0,0,0,0,1,0,0,1,0
Fighting Tommy Riley ,2004,200000,5199,109,15,720,6.6,English,USA,185,0,0,0,0,0,0,0,1,1,0
Across the Universe ,2007,45000000,24343673,133,12A,91863,7.4,English,USA,5405,0,0,1,0,0,1,0,1,1,0
Locker 13 ,2014,300000,2468,95,15,241,4.8,English,USA,2048,0,0,0,0,1,0,0,0,0,0
Compliance ,2012,270000,318622,90,15,24668,6.4,English,USA,1734,0,0,0,0,1,0,0,1,1,1
Chasing Amy ,1997,250000,12006514,113,15,114070,7.3,English,USA,15765,0,0,0,0,0,1,1,0,1,0
Lovely & Amazing ,2001,250000,4186931,91,15,6041,6.9,English,USA,1330,0,0,0,0,0,1,1,0,1,0
Better Luck Tomorrow ,2002,250000,3799339,98,15,8000,7.2,English,USA,139,0,0,0,0,0,1,0,0,1,1
The Incredibly True Adventure of Two Girls in Love ,1995,250000,1977544,94,15,3513,6.5,English,USA,656,0,0,0,0,0,1,1,0,1,0
Chuck & Buck ,2000,250000,1050600,96,15,4662,6.6,English,USA,1378,0,0,0,0,0,0,1,0,1,0
Cube ,1997,365000,489220,90,15,160511,7.3,English,Canada,1743,0,0,0,1,1,0,0,1,0,0
Love and Other Catastrophes ,1996,250000,212285,76,15,1727,6.4,English,Australia,1661,0,0,0,0,0,1,1,0,0,0
I Married a Strange Person! ,1997,250000,203134,75,15,1428,7,English,USA,7,0,0,1,1,0,0,1,1,1,0
November ,2004,150000,191309,78,15,2787,5.5,English,USA,1008,0,0,0,0,1,0,0,1,1,0
Like Crazy ,2011,250000,3388210,90,12A,46813,6.7,English,USA,34983,0,0,0,0,0,1,0,0,1,0
Sugar Town ,1999,250000,177840,92,15,708,6.1,English,UK,1987,0,0,0,0,0,0,1,1,0,0
The Canyons ,2013,250000,49494,99,15,8511,3.9,English,USA,2862,0,0,0,0,1,0,0,0,1,0
Urbania ,2000,225000,1027119,106,15,2742,7,English,USA,964,0,0,0,0,0,0,0,0,1,0
Swingers ,1996,200000,4505922,96,15,63951,7.4,English,USA,4230,0,0,0,0,0,0,1,0,1,0
The Grace Card ,2010,200000,2428241,101,12A,2099,6.4,English,USA,77046,0,0,0,0,0,0,0,0,1,0
Middle of Nowhere ,2012,200000,78030,97,15,1034,6.5,English,USA,3021,0,0,0,0,0,0,0,0,1,0
Call + Response ,2008,200000,215185,86,12A,48,7.5,English,USA,279,0,0,0,0,0,0,0,1,0,0
Side Effects ,2013,30000000,32154410,106,15,148334,7.1,English,USA,18469,0,0,0,0,1,0,0,0,1,1
The Trials of Darryl Hunt ,2006,200000,1111,106,12A,771,7.7,English,USA,2,0,0,0,0,0,0,0,1,0,1
She's Gotta Have It ,1986,175000,7137502,88,15,4769,6.5,English,USA,708,0,0,0,0,0,1,1,0,0,0
Another Earth ,2011,100000,1316074,92,12A,71387,7,English,USA,1303,0,0,0,1,0,1,0,0,1,0
Sweet Sweetback's Baadasssss Song ,1971,500000,15180000,97,15,3340,5.5,English,USA,1631,0,0,0,0,1,0,0,0,1,1
Tadpole ,2000,150000,2882062,78,12A,5178,6.3,English,USA,1144,0,0,0,0,0,1,1,0,1,0
The Texas Chain Saw Massacre ,1974,83532,30859000,88,15,96411,7.5,English,USA,1094,0,0,0,0,1,0,0,1,0,0
Roger & Me ,1989,160000,6706368,91,15,22800,7.5,English,USA,1048,0,0,0,0,0,0,0,1,0,0
Your Sister's Sister ,2011,125000,1573712,90,15,21618,6.7,English,USA,973,0,0,0,0,0,0,1,0,1,0
Facing the Giants ,2006,100000,10174663,111,PG,12399,6.7,English,USA,916,0,0,0,0,0,0,0,1,1,0
